Gene stable ID,Mouse gene stable ID,Mouse gene name,Mouse homology type,"Mouse orthology confidence [0 low, 1 high]",Gene name
ENSG00000269791,ENSMUSG00000023165,Ssxb2,ortholog_many2many,0,SSX4B
ENSG00000269791,ENSMUSG00000079705,Ssxb1,ortholog_many2many,0,SSX4B
ENSG00000183559,ENSMUSG00000013668,4933402N03Rik,ortholog_one2one,0,C10orf120
ENSG00000158560,ENSMUSG00000029757,Dync1i1,ortholog_one2one,1,DYNC1I1
ENSG00000092964,ENSMUSG00000022048,Dpysl2,ortholog_one2one,1,DPYSL2
ENSG00000011426,ENSMUSG00000036777,Anln,ortholog_one2one,1,ANLN
ENSG00000174306,ENSMUSG00000035877,Zhx3,ortholog_one2one,1,ZHX3
ENSG00000104177,ENSMUSG00000049230,Gm9833,ortholog_one2many,0,MYEF2
ENSG00000104177,ENSMUSG00000027201,Myef2,ortholog_one2many,1,MYEF2
ENSG00000102030,ENSMUSG00000031388,Naa10,ortholog_one2one,1,NAA10
ENSG00000139921,ENSMUSG00000021072,Tmx1,ortholog_one2one,1,TMX1
ENSG00000124256,ENSMUSG00000027514,Zbp1,ortholog_one2one,0,ZBP1
ENSG00000186918,ENSMUSG00000034522,Zfp395,ortholog_one2one,1,ZNF395
ENSG00000242616,ENSMUSG00000038607,Gng10,ortholog_one2one,1,GNG10
ENSG00000123219,ENSMUSG00000021714,Cenpk,ortholog_one2one,1,CENPK
ENSG00000185813,ENSMUSG00000025137,Pcyt2,ortholog_one2one,1,PCYT2
ENSG00000141562,ENSMUSG00000000056,Narf,ortholog_one2one,1,NARF
ENSG00000164405,ENSMUSG00000044894,Uqcrq,ortholog_one2one,1,UQCRQ
ENSG00000070061,ENSMUSG00000028431,Ikbkap,ortholog_one2one,1,ELP1
ENSG00000106633,ENSMUSG00000041798,Gck,ortholog_one2one,1,GCK
ENSG00000110076,ENSMUSG00000033768,Nrxn2,ortholog_one2one,1,NRXN2
ENSG00000110063,ENSMUSG00000032040,Dcps,ortholog_one2one,1,DCPS
ENSG00000173013,ENSMUSG00000050677,Ccdc96,ortholog_one2one,1,CCDC96
ENSG00000137819,ENSMUSG00000032278,Paqr5,ortholog_one2one,1,PAQR5
ENSG00000141552,ENSMUSG00000025135,Anapc11,ortholog_one2one,0,ANAPC11
ENSG00000173011,ENSMUSG00000029196,Tada2b,ortholog_one2one,1,TADA2B
ENSG00000124253,ENSMUSG00000027513,Pck1,ortholog_one2one,1,PCK1
ENSG00000141655,ENSMUSG00000026321,Tnfrsf11a,ortholog_one2one,1,TNFRSF11A
ENSG00000164175,ENSMUSG00000022243,Slc45a2,ortholog_one2one,1,SLC45A2
ENSG00000141699,ENSMUSG00000017802,Retreg3,ortholog_one2one,1,RETREG3
ENSG00000142621,ENSMUSG00000051435,Fhad1,ortholog_one2one,1,FHAD1
ENSG00000120094,ENSMUSG00000018973,Hoxb1,ortholog_one2one,1,HOXB1
ENSG00000151461,ENSMUSG00000043241,Upf2,ortholog_one2one,1,UPF2
ENSG00000131462,ENSMUSG00000035198,Tubg1,ortholog_one2one,1,TUBG1
ENSG00000101166,ENSMUSG00000016257,Prelid3b,ortholog_one2one,1,PRELID3B
ENSG00000165915,ENSMUSG00000002105,Slc39a13,ortholog_one2one,1,SLC39A13
ENSG00000283247,ENSMUSG00000087512,Gm11985,ortholog_one2one,0,AC096582.3
ENSG00000082212,ENSMUSG00000024556,Me2,ortholog_one2one,1,ME2
ENSG00000133678,ENSMUSG00000072676,Tmem254a,ortholog_one2many,1,TMEM254
ENSG00000133678,ENSMUSG00000072680,Tmem254c,ortholog_one2many,0,TMEM254
ENSG00000133678,ENSMUSG00000021867,Tmem254b,ortholog_one2many,0,TMEM254
ENSG00000102837,ENSMUSG00000022026,Olfm4,ortholog_one2one,1,OLFM4
ENSG00000128218,ENSMUSG00000000903,Vpreb3,ortholog_one2one,1,VPREB3
ENSG00000226761,ENSMUSG00000059382,Tas2r120,ortholog_many2many,0,TAS2R46
ENSG00000226761,ENSMUSG00000053217,Tas2r136,ortholog_many2many,0,TAS2R46
ENSG00000197919,ENSMUSG00000096682,Ifna5,ortholog_many2many,0,IFNA1
ENSG00000197919,ENSMUSG00000070904,Ifna4,ortholog_many2many,0,IFNA1
ENSG00000197919,ENSMUSG00000095270,Ifna9,ortholog_many2many,0,IFNA1
ENSG00000197919,ENSMUSG00000100549,Ifna11,ortholog_many2many,0,IFNA1
ENSG00000197919,ENSMUSG00000100713,Ifna7,ortholog_many2many,0,IFNA1
ENSG00000197919,ENSMUSG00000095896,Ifna14,ortholog_many2many,0,IFNA1
ENSG00000197919,ENSMUSG00000096011,Ifna15,ortholog_many2many,0,IFNA1
ENSG00000197919,ENSMUSG00000100079,Ifnab,ortholog_many2many,0,IFNA1
ENSG00000197919,ENSMUSG00000073811,Ifna12,ortholog_many2many,0,IFNA1
ENSG00000197919,ENSMUSG00000101252,Ifna6,ortholog_many2many,1,IFNA1
ENSG00000197919,ENSMUSG00000095498,Ifna1,ortholog_many2many,1,IFNA1
ENSG00000197919,ENSMUSG00000078354,Ifna2,ortholog_many2many,0,IFNA1
ENSG00000197919,ENSMUSG00000063376,Ifna13,ortholog_many2many,0,IFNA1
ENSG00000197919,ENSMUSG00000078355,Ifna16,ortholog_many2many,0,IFNA1
ENSG00000213347,ENSMUSG00000021485,Mxd3,ortholog_one2one,1,MXD3
ENSG00000101337,ENSMUSG00000068040,Tm9sf4,ortholog_one2one,1,TM9SF4
ENSG00000182631,ENSMUSG00000060735,Rxfp3,ortholog_one2one,1,RXFP3
ENSG00000136099,ENSMUSG00000036422,Pcdh8,ortholog_one2one,1,PCDH8
ENSG00000139144,ENSMUSG00000030228,Pik3c2g,ortholog_one2one,1,PIK3C2G
ENSG00000204859,ENSMUSG00000028952,Zbtb48,ortholog_one2one,1,ZBTB48
ENSG00000128872,ENSMUSG00000032186,Tmod2,ortholog_one2one,1,TMOD2
ENSG00000107130,ENSMUSG00000062661,Ncs1,ortholog_one2one,1,NCS1
ENSG00000147873,ENSMUSG00000096682,Ifna5,ortholog_many2many,0,IFNA5
ENSG00000147873,ENSMUSG00000070904,Ifna4,ortholog_many2many,0,IFNA5
ENSG00000147873,ENSMUSG00000095270,Ifna9,ortholog_many2many,0,IFNA5
ENSG00000147873,ENSMUSG00000100549,Ifna11,ortholog_many2many,0,IFNA5
ENSG00000147873,ENSMUSG00000100713,Ifna7,ortholog_many2many,0,IFNA5
ENSG00000147873,ENSMUSG00000095896,Ifna14,ortholog_many2many,0,IFNA5
ENSG00000147873,ENSMUSG00000096011,Ifna15,ortholog_many2many,0,IFNA5
ENSG00000147873,ENSMUSG00000100079,Ifnab,ortholog_many2many,0,IFNA5
ENSG00000147873,ENSMUSG00000073811,Ifna12,ortholog_many2many,1,IFNA5
ENSG00000147873,ENSMUSG00000101252,Ifna6,ortholog_many2many,0,IFNA5
ENSG00000147873,ENSMUSG00000095498,Ifna1,ortholog_many2many,0,IFNA5
ENSG00000147873,ENSMUSG00000078354,Ifna2,ortholog_many2many,0,IFNA5
ENSG00000147873,ENSMUSG00000063376,Ifna13,ortholog_many2many,0,IFNA5
ENSG00000147873,ENSMUSG00000078355,Ifna16,ortholog_many2many,0,IFNA5
ENSG00000242265,ENSMUSG00000092035,Peg10,ortholog_one2one,1,PEG10
ENSG00000169519,ENSMUSG00000057234,Mettl15,ortholog_one2one,1,METTL15
ENSG00000167261,ENSMUSG00000115067,Dpep2,ortholog_one2many,1,DPEP2
ENSG00000167261,ENSMUSG00000053687,Dpep2,ortholog_one2many,1,DPEP2
ENSG00000156466,ENSMUSG00000051279,Gdf6,ortholog_one2one,1,GDF6
ENSG00000150782,ENSMUSG00000039217,Il18,ortholog_one2one,1,IL18
ENSG00000138400,ENSMUSG00000025963,Mdh1b,ortholog_one2one,1,MDH1B
ENSG00000078401,ENSMUSG00000021367,Edn1,ortholog_one2one,1,EDN1
ENSG00000154001,ENSMUSG00000021051,Ppp2r5e,ortholog_one2one,1,PPP2R5E
ENSG00000168256,ENSMUSG00000017837,Nkiras2,ortholog_one2one,1,NKIRAS2
ENSG00000188811,ENSMUSG00000042997,Nhlrc3,ortholog_one2one,1,NHLRC3
ENSG00000168890,ENSMUSG00000055912,Tmem150a,ortholog_one2one,1,TMEM150A
ENSG00000196860,ENSMUSG00000021078,Tomm20l,ortholog_one2one,1,TOMM20L
ENSG00000259224,ENSMUSG00000018776,Slc35g3,ortholog_one2many,1,SLC35G6
ENSG00000166033,ENSMUSG00000006205,Htra1,ortholog_one2one,1,HTRA1
ENSG00000060138,ENSMUSG00000030189,Ybx3,ortholog_one2one,1,YBX3
ENSG00000104899,ENSMUSG00000035262,Amh,ortholog_one2one,1,AMH
ENSG00000101331,ENSMUSG00000027474,Ccm2l,ortholog_one2one,1,CCM2L
ENSG00000179002,ENSMUSG00000028738,Tas1r2,ortholog_one2one,1,TAS1R2
ENSG00000179399,ENSMUSG00000022112,Gpc5,ortholog_one2one,1,GPC5
ENSG00000267909,ENSMUSG00000062961,Ccdc177,ortholog_one2one,1,CCDC177
ENSG00000136783,ENSMUSG00000015247,Nipsnap3b,ortholog_many2many,1,NIPSNAP3A
ENSG00000136783,ENSMUSG00000015242,Nipsnap3a,ortholog_many2many,1,NIPSNAP3A
ENSG00000182934,ENSMUSG00000032042,Srpr,ortholog_one2one,1,SRPRA
ENSG00000148634,ENSMUSG00000020064,Herc4,ortholog_one2one,1,HERC4
ENSG00000187808,ENSMUSG00000044400,Sowahd,ortholog_one2one,1,SOWAHD
ENSG00000179218,ENSMUSG00000003814,Calr,ortholog_one2one,1,CALR
ENSG00000151033,ENSMUSG00000024233,Lyzl1,ortholog_one2many,1,LYZL2
ENSG00000108984,ENSMUSG00000020623,Map2k6,ortholog_one2one,1,MAP2K6
ENSG00000245848,ENSMUSG00000034957,Cebpa,ortholog_one2one,1,CEBPA
ENSG00000171307,ENSMUSG00000025157,Zdhhc16,ortholog_one2one,1,ZDHHC16
ENSG00000166797,ENSMUSG00000032381,Fam96a,ortholog_one2one,1,FAM96A
ENSG00000172673,ENSMUSG00000049109,Themis,ortholog_one2one,1,THEMIS
ENSG00000068781,ENSMUSG00000033855,Ston1,ortholog_one2many,0,STON1-GTF2A1L
ENSG00000137225,ENSMUSG00000058626,Capn11,ortholog_one2one,1,CAPN11
ENSG00000187566,ENSMUSG00000044231,Nhlrc1,ortholog_one2one,1,NHLRC1
ENSG00000151693,ENSMUSG00000052632,Asap2,ortholog_one2one,1,ASAP2
ENSG00000039068,ENSMUSG00000000303,Cdh1,ortholog_one2one,1,CDH1
ENSG00000135338,ENSMUSG00000032258,Lca5,ortholog_one2one,1,LCA5
ENSG00000104093,ENSMUSG00000041268,Dmxl2,ortholog_one2one,1,DMXL2
ENSG00000005513,ENSMUSG00000024176,Sox8,ortholog_one2one,1,SOX8
ENSG00000162949,ENSMUSG00000043705,Capn13,ortholog_one2one,1,CAPN13
ENSG00000137364,ENSMUSG00000021376,Tpmt,ortholog_one2one,1,TPMT
ENSG00000284772,ENSMUSG00000033486,Catsper2,ortholog_one2many,0,AC011330.3
ENSG00000175985,ENSMUSG00000066438,Plekhd1,ortholog_one2one,1,PLEKHD1
ENSG00000155087,ENSMUSG00000061923,Odf1,ortholog_one2one,1,ODF1
ENSG00000165792,ENSMUSG00000004561,Mettl17,ortholog_one2one,1,METTL17
ENSG00000242866,ENSMUSG00000033498,Strc,ortholog_one2one,1,STRC
ENSG00000118705,ENSMUSG00000027642,Rpn2,ortholog_one2one,1,RPN2
ENSG00000183579,ENSMUSG00000041961,Znrf3,ortholog_one2one,1,ZNRF3
ENSG00000167635,ENSMUSG00000037029,Zfp146,ortholog_one2one,1,ZNF146
ENSG00000165186,ENSMUSG00000041552,Ptchd1,ortholog_one2one,1,PTCHD1
ENSG00000105672,ENSMUSG00000006311,Etv2,ortholog_one2one,1,ETV2
ENSG00000119203,ENSMUSG00000054309,Cpsf3,ortholog_one2one,1,CPSF3
ENSG00000283900,ENSMUSG00000022433,Csnk1e,ortholog_one2many,1,TPTEP2-CSNK1E
ENSG00000071242,ENSMUSG00000023809,Rps6ka2,ortholog_one2one,1,RPS6KA2
ENSG00000180879,ENSMUSG00000002014,Ssr4,ortholog_one2one,1,SSR4
ENSG00000136699,ENSMUSG00000005899,Smpd4,ortholog_one2one,1,SMPD4
ENSG00000213923,ENSMUSG00000022433,Csnk1e,ortholog_one2many,1,CSNK1E
ENSG00000184347,ENSMUSG00000056427,Slit3,ortholog_one2one,1,SLIT3
ENSG00000162009,ENSMUSG00000050824,Sstr5,ortholog_one2one,1,SSTR5
ENSG00000146112,ENSMUSG00000034595,Ppp1r18,ortholog_one2one,1,PPP1R18
ENSG00000144566,ENSMUSG00000017831,Rab5a,ortholog_one2one,1,RAB5A
ENSG00000204010,ENSMUSG00000067297,Ifit1bl2,ortholog_one2many,0,IFIT1B
ENSG00000204010,ENSMUSG00000079339,Ifit1bl1,ortholog_one2many,0,IFIT1B
ENSG00000204010,ENSMUSG00000034459,Ifit1,ortholog_one2many,1,IFIT1B
ENSG00000178821,ENSMUSG00000023153,Tmem52,ortholog_one2one,1,TMEM52
ENSG00000107798,ENSMUSG00000024781,Lipa,ortholog_one2one,1,LIPA
ENSG00000109101,ENSMUSG00000002057,Foxn1,ortholog_one2one,1,FOXN1
ENSG00000047056,ENSMUSG00000021147,Wdr37,ortholog_one2one,1,WDR37
ENSG00000057657,ENSMUSG00000038151,Prdm1,ortholog_one2one,1,PRDM1
ENSG00000197879,ENSMUSG00000017774,Myo1c,ortholog_one2one,1,MYO1C
ENSG00000197798,ENSMUSG00000050471,Fam118b,ortholog_one2one,1,FAM118B
ENSG00000142609,ENSMUSG00000078490,Cfap74,ortholog_one2one,0,CFAP74
ENSG00000007202,ENSMUSG00000010277,2610507B11Rik,ortholog_one2one,1,KIAA0100
ENSG00000123999,ENSMUSG00000032968,Inha,ortholog_one2one,1,INHA
ENSG00000232948,ENSMUSG00000075573,Defb47,ortholog_one2many,1,DEFB130A
ENSG00000183977,ENSMUSG00000044957,Pp2d1,ortholog_one2one,1,PP2D1
ENSG00000249715,ENSMUSG00000037432,Fer1l5,ortholog_one2one,1,FER1L5
ENSG00000115155,ENSMUSG00000062372,Otof,ortholog_one2one,1,OTOF
ENSG00000124006,ENSMUSG00000026211,Obsl1,ortholog_one2one,1,OBSL1
ENSG00000164258,ENSMUSG00000021764,Ndufs4,ortholog_one2one,1,NDUFS4
ENSG00000164180,ENSMUSG00000035762,Tmem161b,ortholog_one2one,1,TMEM161B
ENSG00000124143,ENSMUSG00000074625,Arhgap40,ortholog_one2one,1,ARHGAP40
ENSG00000156113,ENSMUSG00000063142,Kcnma1,ortholog_one2one,1,KCNMA1
ENSG00000176160,ENSMUSG00000070345,Hsf5,ortholog_one2one,1,HSF5
ENSG00000108091,ENSMUSG00000048701,Ccdc6,ortholog_one2one,1,CCDC6
ENSG00000186881,ENSMUSG00000089717,Olfr275,ortholog_one2one,1,OR13F1
ENSG00000119185,ENSMUSG00000062352,Itgb1bp1,ortholog_one2one,1,ITGB1BP1
ENSG00000067829,ENSMUSG00000002010,Idh3g,ortholog_one2one,1,IDH3G
ENSG00000204246,ENSMUSG00000049648,Olfr273,ortholog_one2one,1,OR13C3
ENSG00000198879,ENSMUSG00000061186,Sfmbt2,ortholog_one2one,1,SFMBT2
ENSG00000099822,ENSMUSG00000020331,Hcn2,ortholog_one2one,1,HCN2
ENSG00000080572,ENSMUSG00000042433,Pih1h3b,ortholog_one2many,1,PIH1D3
ENSG00000080572,ENSMUSG00000026063,Pih1d3,ortholog_one2many,0,PIH1D3
ENSG00000183153,ENSMUSG00000047197,Gjd3,ortholog_one2one,1,GJD3
ENSG00000147459,ENSMUSG00000044447,Dock5,ortholog_one2one,1,DOCK5
ENSG00000155090,ENSMUSG00000037465,Klf10,ortholog_one2one,1,KLF10
ENSG00000119922,ENSMUSG00000045932,Ifit2,ortholog_one2one,1,IFIT2
ENSG00000237289,ENSMUSG00000000308,Ckmt1,ortholog_one2many,1,CKMT1B
ENSG00000057663,ENSMUSG00000038160,Atg5,ortholog_one2one,1,ATG5
ENSG00000161996,ENSMUSG00000073434,Wdr90,ortholog_one2one,1,WDR90
ENSG00000162062,ENSMUSG00000024118,Tedc2,ortholog_one2one,1,TEDC2
ENSG00000133454,ENSMUSG00000072720,Myo18b,ortholog_one2one,1,MYO18B
ENSG00000169084,ENSMUSG00000063897,CAAA01118383.1,ortholog_one2one,0,DHRSX
ENSG00000140157,ENSMUSG00000030452,Nipa2,ortholog_one2one,1,NIPA2
ENSG00000119917,ENSMUSG00000062488,Ifit3b,ortholog_one2many,1,IFIT3
ENSG00000119917,ENSMUSG00000074896,Ifit3,ortholog_one2many,0,IFIT3
ENSG00000131584,ENSMUSG00000029033,Acap3,ortholog_one2one,1,ACAP3
ENSG00000186943,ENSMUSG00000051593,Olfr272,ortholog_one2one,1,OR13C8
ENSG00000165526,ENSMUSG00000032044,Rpusd4,ortholog_one2one,1,RPUSD4
ENSG00000277556,ENSMUSG00000082216,Olfr271-ps1,ortholog_one2many,1,OR13C5
ENSG00000276119,ENSMUSG00000082216,Olfr271-ps1,ortholog_one2many,1,OR13C2
ENSG00000262179,ENSMUSG00000079471,Mymx,ortholog_one2one,1,MYMX
ENSG00000136839,ENSMUSG00000082216,Olfr271-ps1,ortholog_one2many,1,OR13C9
ENSG00000179055,ENSMUSG00000070983,Olfr270,ortholog_one2one,1,OR13D1
ENSG00000131507,ENSMUSG00000024425,Ndfip1,ortholog_one2one,1,NDFIP1
ENSG00000168454,ENSMUSG00000050612,Txndc2,ortholog_one2one,0,TXNDC2
ENSG00000137731,ENSMUSG00000059412,Fxyd2,ortholog_one2one,1,FXYD2
ENSG00000184160,ENSMUSG00000045318,Adra2c,ortholog_one2one,1,ADRA2C
ENSG00000113456,ENSMUSG00000022248,Rad1,ortholog_one2one,1,RAD1
ENSG00000187105,ENSMUSG00000090843,Heatr4,ortholog_one2one,1,HEATR4
ENSG00000151338,ENSMUSG00000047022,Mipol1,ortholog_one2one,1,MIPOL1
ENSG00000106399,ENSMUSG00000012483,Rpa3,ortholog_one2one,1,RPA3
ENSG00000219545,ENSMUSG00000089862,Umad1,ortholog_one2many,1,UMAD1
ENSG00000219545,ENSMUSG00000107705,Gm45062,ortholog_one2many,1,UMAD1
ENSG00000142046,ENSMUSG00000061702,Tmem91,ortholog_one2one,1,TMEM91
ENSG00000102007,ENSMUSG00000031146,Plp2,ortholog_one2many,1,PLP2
ENSG00000102007,ENSMUSG00000057762,Gm6169,ortholog_one2many,0,PLP2
ENSG00000188909,ENSMUSG00000054360,Bsx,ortholog_one2one,1,BSX
ENSG00000175893,ENSMUSG00000028403,Zdhhc21,ortholog_one2one,1,ZDHHC21
ENSG00000136830,ENSMUSG00000026796,Fam129b,ortholog_one2one,1,FAM129B
ENSG00000100731,ENSMUSG00000021140,Pcnx,ortholog_one2one,1,PCNX1
ENSG00000088832,ENSMUSG00000032966,Fkbp1a,ortholog_one2one,1,FKBP1A
ENSG00000149527,ENSMUSG00000029055,Plch2,ortholog_one2one,1,PLCH2
ENSG00000077348,ENSMUSG00000061286,Exosc5,ortholog_one2one,1,EXOSC5
ENSG00000136280,ENSMUSG00000000378,Ccm2,ortholog_one2one,1,CCM2
ENSG00000226372,ENSMUSG00000035395,Pet2,ortholog_one2many,0,DCAF8L1
ENSG00000126249,ENSMUSG00000002635,Pdcd2l,ortholog_one2many,1,PDCD2L
ENSG00000151846,ENSMUSG00000051732,Pabpc2,ortholog_many2many,0,PABPC3
ENSG00000151846,ENSMUSG00000046173,Pabpc6,ortholog_many2many,0,PABPC3
ENSG00000151846,ENSMUSG00000022283,Pabpc1,ortholog_many2many,1,PABPC3
ENSG00000064763,ENSMUSG00000030303,Far2,ortholog_one2one,1,FAR2
ENSG00000189077,ENSMUSG00000039886,Tmem120a,ortholog_one2one,1,TMEM120A
ENSG00000214367,ENSMUSG00000079555,Haus3,ortholog_one2one,1,HAUS3
ENSG00000167775,ENSMUSG00000002308,Cd320,ortholog_one2one,1,CD320
ENSG00000171853,ENSMUSG00000020628,Trappc12,ortholog_one2one,1,TRAPPC12
ENSG00000168269,ENSMUSG00000047861,Foxi1,ortholog_one2one,1,FOXI1
ENSG00000072310,ENSMUSG00000020538,Srebf1,ortholog_one2one,1,SREBF1
ENSG00000049449,ENSMUSG00000005973,Rcn1,ortholog_one2one,1,RCN1
ENSG00000185818,ENSMUSG00000048142,Nat8l,ortholog_one2one,1,NAT8L
ENSG00000105287,ENSMUSG00000041187,Prkd2,ortholog_one2one,1,PRKD2
ENSG00000167114,ENSMUSG00000059316,Slc27a4,ortholog_one2one,1,SLC27A4
ENSG00000196646,ENSMUSG00000054519,Zfp867,ortholog_one2many,0,ZNF136
ENSG00000151575,ENSMUSG00000090626,Tex9,ortholog_one2one,1,TEX9
ENSG00000125864,ENSMUSG00000027420,Bfsp1,ortholog_one2one,1,BFSP1
ENSG00000115289,ENSMUSG00000069678,Pcgf1,ortholog_one2one,1,PCGF1
ENSG00000004848,ENSMUSG00000035277,Arx,ortholog_one2one,1,ARX
ENSG00000144224,ENSMUSG00000026353,Ubxn4,ortholog_one2one,1,UBXN4
ENSG00000069188,ENSMUSG00000041592,Sdk2,ortholog_one2one,1,SDK2
ENSG00000125879,ENSMUSG00000027416,Otor,ortholog_one2one,1,OTOR
ENSG00000156787,ENSMUSG00000022364,Tbc1d31,ortholog_one2one,1,TBC1D31
ENSG00000131730,ENSMUSG00000021622,Ckmt2,ortholog_one2one,1,CKMT2
ENSG00000119684,ENSMUSG00000021245,Mlh3,ortholog_one2one,1,MLH3
ENSG00000114270,ENSMUSG00000025650,Col7a1,ortholog_one2one,1,COL7A1
ENSG00000136944,ENSMUSG00000038765,Lmx1b,ortholog_one2one,1,LMX1B
ENSG00000120068,ENSMUSG00000056648,Hoxb8,ortholog_one2one,1,HOXB8
ENSG00000141052,ENSMUSG00000020542,Myocd,ortholog_one2one,1,MYOCD
ENSG00000172939,ENSMUSG00000036737,Oxsr1,ortholog_one2one,1,OXSR1
ENSG00000258817,ENSMUSG00000049149,Olfr1258,ortholog_one2many,1,OR4C13
ENSG00000128944,ENSMUSG00000027331,Knstrn,ortholog_one2one,1,KNSTRN
ENSG00000130024,ENSMUSG00000023883,Phf10,ortholog_one2one,1,PHF10
ENSG00000104321,ENSMUSG00000032769,Trpa1,ortholog_one2one,1,TRPA1
ENSG00000071677,ENSMUSG00000090550,Prlh,ortholog_one2one,1,PRLH
ENSG00000197859,ENSMUSG00000036040,Adamtsl2,ortholog_one2one,1,ADAMTSL2
ENSG00000261459,ENSMUSG00000054381,Zfp747,ortholog_many2many,0,AC002310.5
ENSG00000261459,ENSMUSG00000030823,9130019O22Rik,ortholog_many2many,0,AC002310.5
ENSG00000261459,ENSMUSG00000045757,Zfp764,ortholog_many2many,0,AC002310.5
ENSG00000261459,ENSMUSG00000078580,E430018J23Rik,ortholog_many2many,0,AC002310.5
ENSG00000102743,ENSMUSG00000031482,Slc25a15,ortholog_one2one,1,SLC25A15
ENSG00000184788,ENSMUSG00000025527,Satl1,ortholog_one2one,0,SATL1
ENSG00000129226,ENSMUSG00000018774,Cd68,ortholog_one2one,1,CD68
ENSG00000167600,ENSMUSG00000040703,Cyp2s1,ortholog_one2one,1,CYP2S1
ENSG00000160746,ENSMUSG00000037949,Ano10,ortholog_one2one,1,ANO10
ENSG00000171428,ENSMUSG00000051147,Nat2,ortholog_many2many,0,NAT1
ENSG00000171428,ENSMUSG00000056426,Nat3,ortholog_many2many,1,NAT1
ENSG00000171428,ENSMUSG00000025588,Nat1,ortholog_many2many,0,NAT1
ENSG00000141504,ENSMUSG00000069835,Sat2,ortholog_one2one,1,SAT2
ENSG00000136286,ENSMUSG00000020437,Myo1g,ortholog_one2one,1,MYO1G
ENSG00000187957,ENSMUSG00000036766,Dner,ortholog_one2one,1,DNER
ENSG00000062822,ENSMUSG00000038644,Pold1,ortholog_one2one,1,POLD1
ENSG00000184995,ENSMUSG00000045364,Ifne,ortholog_one2one,1,IFNE
ENSG00000268320,ENSMUSG00000038801,Scgb1c1,ortholog_one2many,1,SCGB1C2
ENSG00000167113,ENSMUSG00000026798,Coq4,ortholog_one2one,1,COQ4
ENSG00000086827,ENSMUSG00000032264,Zw10,ortholog_one2one,1,ZW10
ENSG00000147649,ENSMUSG00000022255,Mtdh,ortholog_one2one,1,MTDH
ENSG00000162961,ENSMUSG00000024067,Dpy30,ortholog_one2one,1,DPY30
ENSG00000075290,ENSMUSG00000036961,Wnt8b,ortholog_one2one,1,WNT8B
ENSG00000122584,ENSMUSG00000046178,Nxph1,ortholog_one2one,1,NXPH1
ENSG00000180919,ENSMUSG00000073909,Olfr688,ortholog_one2many,1,OR56B4
ENSG00000180919,ENSMUSG00000073907,Olfr689,ortholog_one2many,1,OR56B4
ENSG00000159593,ENSMUSG00000031878,Nae1,ortholog_one2one,1,NAE1
ENSG00000179639,ENSMUSG00000005339,Fcer1a,ortholog_one2one,0,FCER1A
ENSG00000133104,ENSMUSG00000036580,Spg20,ortholog_one2one,1,SPART
ENSG00000266964,ENSMUSG00000036570,Fxyd1,ortholog_one2one,1,FXYD1
ENSG00000113492,ENSMUSG00000089678,Agxt2,ortholog_one2one,1,AGXT2
ENSG00000162882,ENSMUSG00000000673,Haao,ortholog_one2one,1,HAAO
ENSG00000138413,ENSMUSG00000025950,Idh1,ortholog_one2one,1,IDH1
ENSG00000165828,ENSMUSG00000025467,Prap1,ortholog_one2one,0,PRAP1
ENSG00000223496,ENSMUSG00000109941,Exosc6,ortholog_one2one,1,EXOSC6
ENSG00000261371,ENSMUSG00000020717,Pecam1,ortholog_one2one,1,PECAM1
ENSG00000112964,ENSMUSG00000055737,Ghr,ortholog_one2one,1,GHR
ENSG00000204970,ENSMUSG00000103442,Pcdha1,ortholog_one2one,1,PCDHA1
ENSG00000214753,ENSMUSG00000071659,Hnrnpul2,ortholog_one2many,1,HNRNPUL2
ENSG00000276950,ENSMUSG00000009093,Gstt4,ortholog_one2one,1,GSTT4
ENSG00000166250,ENSMUSG00000032024,Clmp,ortholog_one2one,1,CLMP
ENSG00000101997,ENSMUSG00000031143,Ccdc22,ortholog_one2one,1,CCDC22
ENSG00000173769,ENSMUSG00000094985,Topaz1,ortholog_one2one,1,TOPAZ1
ENSG00000105146,ENSMUSG00000070837,Aurkc,ortholog_one2one,0,AURKC
ENSG00000131368,ENSMUSG00000014551,Mrps25,ortholog_one2one,1,MRPS25
ENSG00000171631,ENSMUSG00000048779,P2ry6,ortholog_one2one,1,P2RY6
ENSG00000163554,ENSMUSG00000026532,Spta1,ortholog_one2one,1,SPTA1
ENSG00000168484,ENSMUSG00000022097,Sftpc,ortholog_one2one,1,SFTPC
ENSG00000167014,ENSMUSG00000027229,Terb2,ortholog_one2one,1,TERB2
ENSG00000279111,ENSMUSG00000059503,Olfr248,ortholog_one2many,1,OR10X1
ENSG00000279111,ENSMUSG00000066672,Olfr417,ortholog_one2many,1,OR10X1
ENSG00000158806,ENSMUSG00000047911,Npm2,ortholog_one2one,1,NPM2
ENSG00000196924,ENSMUSG00000031328,Flna,ortholog_one2one,1,FLNA
ENSG00000095059,ENSMUSG00000060038,Dhps,ortholog_one2one,1,DHPS
ENSG00000153071,ENSMUSG00000022150,Dab2,ortholog_one2one,1,DAB2
ENSG00000127399,ENSMUSG00000073096,Lrrc61,ortholog_one2one,1,LRRC61
ENSG00000152766,ENSMUSG00000024774,Ankrd22,ortholog_one2one,1,ANKRD22
ENSG00000087191,ENSMUSG00000020708,Psmc5,ortholog_one2one,1,PSMC5
ENSG00000131263,ENSMUSG00000056537,Rlim,ortholog_one2one,1,RLIM
